"BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"018222813","Monograph","Language material ; Still image ; Text","Volume","GBB8K5702","9781904622314","Wilkinson, Sue, Education manager","","person","author","Wilkinson, Sue, Education manager, author [person] ; Wilkinson, Graeme, artist ; illustrator [person]","The Woodlings and the Wish Dragon","","","","England","York","North York Moors National Park Authority","2016","","1 volume (unpaged), chiefly colour illustrations, 30 cm","823.92","YKL.2018.b.4260","","Children's fiction","English",""
"018225000","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ministry of Agriculture, Fisheries and Food","","organisation","","Great Britain, Ministry of Agriculture, Fisheries and Food [organisation] ; Great Britain, Welsh Office, Agricultural Department [organisation]","Hills and uplands classification : Snowdonia National Park","Snowdonia National Park","","","England ; United Kingdom","Alnwick","Ministry of Agriculture Fisheries & Food, Welsh Office Agricultural Department","1984","","1 map, colour, 86 x 56 cm","912.42925","Maps X.10928","Land use--Snowdonia National Park (Wales)--Maps","Map","English","'This map is one of a series designed to assist land use planning in the hills and uplands of England and Wales' ; Relief shown by spot heights"
"018230066","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB723904","9780007403646","Ellis, A. E.","","person","author","Ellis, A. E., author [person]","The Broads","","Collins new naturalist library","46 [Collins new naturalist library]","England","London","William Collins","2017","Epub edition","1 online resource","942.617","ELD.DS.124187","NATURE--Regional ; Nature--Regional ; Earth sciences, geography, environment, planning / Geography / Regional geography ; Broads, The (England)--History ; Lifestyle, sport and leisure / The natural world, country life and pets / The countryside, country life","","English",""
"018234370","Monograph","Cartographic image ; Cartographic material","Sheet","","","","","","","","Cheviot national park proposed designation area","","","","England","Southampton","Ordnance Survey","1953","","1 map, colour, 79 x 63 cm","912.4288","Maps X.11044","National Parks and Reserves--England--Maps ; Northumberland National Park (England)--Maps ; Regional planning--England--Maps","Map","English","'The designation area is bounded by a dark blue line edged internally by a broad light blue Band' ; Designated area overprinted on Ordnance Survey base sheet: 'Parts of one-inch new popular sheets 71,77,78, England & 81,86 Scotland.'"
"018242374","Monograph","Language material ; Text","Online resource","","","McAleer, Adam David Anthony","","person","author","McAleer, Adam David Anthony, author [person] ; University of Bristol [organisation]","Carbon dioxide and methane exchange from restored mires in Exmoor National Park","","","","United Kingdom","","University of Bristol","2016","","1 online resource","577.68","702878","","","English",""
"018245994","Monograph","Language material ; Still image ; Text","Volume","GBB731179","","","","","","Brecon Beacons National Park Authority [organisation]","Geoparc y Fforest Fawr : canllaw i archwilio hanner gorllewinol Parc Cenedlaethol Bannau Brycheiniog","Fforest Fawr geopark : a guide to exploring the western half of the Brecon Beacons National Park","","","Wales","Aberhonddu","Awdurdod Parc Cenedlaethol Bannau Brycheiniog","2017","","18, 20 unnumbered pages, colour illustrations, colour maps, 21 cm","","","Geoparks--Wales ; Fforest Fawr Geopark (Wales)","","English ; Welsh",""
"018245995","Monograph","Language material ; Still image ; Text","Volume","GBB731180","","","","","","Brecon Beacons National Park Authority [organisation]","Geoparc y Fforest Fawr : eich tywysydd swyddogol er mwyn ichi ei fwynhau i'r eithaf","Fforest Fawr geopark : your official guide to enjoying it!","","","Wales","Aberhonddu","Awdurdod Parc Cenedlaethol Bannau Brycheiniog","2015","","18, 20 unnumbered pages, colour illustrations, colour maps, 21 cm","","","Geoparks--Wales ; Fforest Fawr Geopark (Wales)","","English ; Welsh",""
"018246296","Monograph","Language material ; Text","Volume","GBB862589","9780957281561","Clapham, James","","person","author","Clapham, James, author [person] ; Climbers' Club (Great Britain), publisher [organisation]","Dartmoor : a climbers' club guide","","","","England","","Climbers' Club","2017","","383 pages, illustrations (black and white and colour), colour maps, 15 x 21 cm","796.52230942353","YKL.2018.a.6092","Rock climbing--England--Dartmoor--Handbooks, manuals, etc ; Dartmoor National Park--Description and travel--Guidebooks","Guidebook ; Handbook or manual","English","Includes index"
"018278844","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB781200","","Riley, Hazel","1961-","person","author","Historic England, publisher [organisation] ; Riley, Hazel, 1961-, author [person]","Little Hangman and Challacombe Common, Exmoor National Park : Two possible earlier Neolithic enclosures on western Exmoor","","Research report series","6-2016 [Research report series]","England","Eastney, Portsmouth","Historic England","2016","","27 pages, colour illustrations, colour maps, 30 cm","936.2385","7769.542990 ; YC.2018.b.1303","Exmoor National Park (England)--Antiquities ; Landscape assessment--England--Exmoor National Park ; Excavations (Archaeology)--England--Exmoor National Park ; Land use--England--Exmoor National Park ; Archaeology and history--England--Exmoor National Park ; Landscape archaeology--England--Exmoor National Park","","English","'Discovery, Innovation and Science in the Historic Environment' --cover ; 'ISSN 2059-4453 (online) '--title page ; 'NGRs: SS 5851 4806 and SS 7036 4322'"
"018313496","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB772109","9781912050543","Clare, Horatio","1973-","person","author","Matthews, J. H. (Jane Helen), 1972-, illustrator [person] ; Clare, Horatio, 1973-, author [person]","Brecon Beacons myths & legends","","","","Wales","Llanelli","Graffeg","2017","","117 pages, colour illustrations, colour maps, 16 cm","398.2094295","YKL.2018.a.9336","Brecon Beacons National Park (Wales)--Folklore ; Folklore--Wales--Brecon Beacons National Park","Folk tale or fairy tale","English",""
"018317084","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB855913","9780957245228","Mills, C. M. (Coralie M.)","","person","author","Mills, C. M. (Coralie M.), author [person] ; South Downs National Park Authority [organisation] ; Brown, Gordon, Forestry consultant, author [person] ; Rocks-Macqueen, Doug, author [person]","Secrets of the High Woods, South Downs National Park : guidelines for the stewardship of heritage assets in forestry management","","","","England","Sheffield","Landward Research","2017","","78 pages, black and white illustrations, colour maps, 30 cm","333.75094226","YK.2019.b.145","South Downs National Park (England) ; High Woods Area (East Sussex, England)--History ; Forest management--England--High Woods Area (East Sussex)","","English","Published on behalf of South Downs National Park Authority"
"018326633","Monograph","Language material ; Text","Online resource","","","Lovegrove, Alexander Thomas","","person","author","Lovegrove, Alexander Thomas, author [person] ; Bournemouth University [organisation]","Management and monitoring in protected areas : a case study in the New Forest National Park : the effects upon valley mire and heathland communities","","","","United Kingdom","","Bournemouth University","2017","","1 online resource","333.72","707681","","","English",""
"018336603","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB7E3391","9781910551950","","","","","Maskill, Louise, editor [person]","Walks for all ages : South Downs National Park","Walks for all ages : 20 circular walks in the South Downs National Park ; Walks for all ages in the South Downs National Park","","","England","Sheffield","Bradwell","2017","1st edition","96 pages, colour illustrations, colour maps, 22 cm","796.51094226","YK.2018.a.3528","South Downs National Park (England)--Guidebooks ; Trails--England--South Downs National Park ; South Downs National Park (England)--Maps","Guidebook ; Map","English",""
"018354340","Monograph","Language material ; Still image ; Text","Volume","GBB7J9429","9781907154614","Taylor, Patrick, Conservation architect","","person","author","Taylor, Patrick, Conservation architect, author [person]","Drainage windmills on the Broads","","","","England","Hadleigh, Suffolk ; Ipswich, Suffolk","Polystar Press","2017","","iv, 120 pages, illustrations (black and white and colour), maps, 23 cm","621.4530942617","YKL.2018.a.16431","Broads, The (England) ; Windmills--England--Broads, The--History ; Wind pumps--England--Broads, The--History","","English",""
"018354521","Monograph","Language material ; Text","Online resource","GBB790313","9781783624805","Kelsall, Dennis","","person","author","Kelsall, Jan, author [person] ; Kelsall, Dennis, author [person]","The Yorkshire Dales : South and West : Wharfdale, Littondale, Malhamdale, Dentdale and Ribblesdale","","","","England","Milnthorpe","Cicerone","2017","","1 online resource, colour illustrations, colour maps","796.51094284","ELD.DS.138690","Walking--England--Yorkshire Dales National Park--Guidebooks ; Walking--England--Yorkshire Dales--Guidebooks ; Yorkshire Dales National Park (England)--Guidebooks ; Yorkshire Dales (England)--Guidebooks","Guidebook","English","Previous edition: 2008"
"018354643","Monograph","Language material ; Text","Online resource","GBB790361","9781849653466","Davies, Andrew","1962 October 26-","person","author","Whittaker, D. K., author [person] ; Davies, Andrew, 1962 October 26-, author [person]","Walking on the Brecon Beacons","","A Cicerone guide","","United Kingdom","Milnthorpe","Cicerone","2010","","1 online resource (256 pages)","796.510942956","ELD.DS.138812","Walking--Wales--Brecon Beacons National Park--Guidebooks ; Trails--Wales--Brecon Beacons National Park ; SPORTS & RECREATION / Hiking ; Travel & holiday guides ; Brecon Beacons National Park (Wales)--Guidebooks ; SPORTS & RECREATION / Walking","Guidebook","English",""
"018366763","Monograph","Language material ; Still image ; Text","Volume","GBB792324","9781472945136","Baker, S. K.","","person","author ; illustrator","Baker, S. K., author ; illustrator [person]","A week on the broads : four Victorian gents at sail in a Norfolk gaffer in 1889","","","","England","London","Adlard Coles Nautical","2017","","93 pages, colour illustrations, 22 cm","914.26170481","YKL.2018.a.17304","Broads, The (England)--Pictorial works ; Broads, The (England)--Description and travel--19th century ; Baker, S. K, active 19th century--Travel--England--Broads, The","Pictorial work","English","Additional physical form: ebook version. 9781472945143"
"018382410","Monograph","Language material ; Text","Online resource","GBC184543","9781137606983","Stephenson, Graham","1947-","person","author","Stephenson, Graham, 1947-, author [person]","Core statutes on contract, tort & restitution 2016-17","","Palgrave core statutes","","England ; United Kingdom","Basingstoke","Palgrave Macmillan","2016","","1 online resource (308 pages)","346.4202","ELD.DS.146616","Torts--Wales ; Contracts--Wales ; Restitution--Wales ; Restitution--England ; Contracts--England ; Torts--England","","English",""
"018391290","Monograph","Language material ; Still image ; Text","Volume","GBB8J3892","9780956264312","Fear, Sally","","person","author ; photographer","Fear, Sally, author ; photographer [person]","Crown keepers of the New Forest","","","","England","Brockenhurst","Tile Barn Farm","2016","","191 pages, illustrations (black and white and colour), map (colour), 29 cm","639.9092242275","YC.2018.b.2784","New Forest National Park (England)--Pictorial works ; Animals--England--New Forest National Park--Pictorial works ; Gamekeepers--England--New Forest National Park--Pictorial works","Pictorial work","English","Limited edition of 2000"
"018400684","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBC0G1420","9780904973266","Hughes, Annabelle","","person","author","Hughes, Annabelle, author [person] ; Sussex Archaeological Society, publisher [organisation]","Traditional homes of the South Downs National Park : an introduction","","","","England","Lewes","Sussex Archaeological Society","2016","","vii, 86 pages, illustrations (black and white and colour), colour maps, 18 x 23 cm","728.37094226","YKL.2019.a.13872","Cottages--England--South Downs National Park","","English","South Downs series"
"018400685","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBC0G1421","9780904973273","Parsons, David","","person","author ; teacher","Parsons, David, author ; teacher [person] ; Sussex Archaeological Society, publisher [organisation] ; Milner-Gulland, R. R., author [person]","Churches and chapels of the South Downs National Park","","","","England","Lewes","Sussex Archaeological Society","2017","","iii, 138 pages, illustrations (black and white and colour), colour maps, 18 x 23 cm","726.5094226","YKL.2019.a.13873","Church buildings--England--South Downs National Park","","English",""
"018428920","Monograph","Language material ; Text","Online resource","GBB7E1793","9781352000542","Stephenson, Graham","","person","author","Stephenson, Graham, author [person]","Core Statutes on Contract, Tort & Restitution 2017-18","","Palgrave Core Statutes","","England ; United Kingdom","London","Palgrave","2017","2nd","1 online resource","340","ELD.DS.161386","Law","","English","Commercial Debts (Interest) Act 1998.- Contracts (Rights of Third Parties) Act 1999.- Countryside and Rights of Way Act 2000.- Postal Services Act 2000.- Powers of Criminal Courts (Sentencing) Act 2000.- Police Reform Act 2002.- Criminal Justice Act 2003.- Health and Social Care (Community Health and Standards) Act 2003.- Gambling Act 2005.- Mental Capacity Act 2005.- Companies Act 2006.- Compensation Act 2006.- Legal Services Act 2007.- Banking Act 2009.- Third Parties (Rights against Insurers) Act 2010.- Equality Act 2010.- Damages (Scotland) Act 2011.- Defamation Act 2013.- Consumer Rights Act 2015.- part II STATUTORY INSTRUMENTS.- Package Travel ; Designs and Patents Act 1988.- Housing Act 1988.- Road Traffic Act 1988.- Road Traffic (Consequential Provisions) Act 1988.- Employment Act 1989.- Law of Property (Miscellaneous Provisions) Act 1989.- Broadcasting Act 1990.- Contracts (Applicable Law) Act 1990.- Courts and Legal Services Act 1990.- Water Industry Act 1991.- Water Resources Act 1991.- Access to Neighbouring Land Act 1992.- Trade Union and Labour Relations (Consolidation) Act 1992.- Railways Act 1993.- Criminal Justice and Public Order Act 1994.- Criminal Injuries Compensation Act 1995.- Requirements of Writing (Scotland) Act 1995.- Broadcasting Act 1996.- Damages Act 1996.- Defamation Act 1996.- Education Act 1996.- Police Act 1996.- Contract (Scotland) Act 1997.- Protection from Harassment Act 1997.- Social Security (Recovery of Benefits) Act 1997.- Human Rights Act 1998.- Late Payment of"
"018439273","Monograph","Language material ; Still image ; Text","Online resource (ebook)","GBB7C9341","9781472945143 ; 9781472945167","Baker, S. K.","","person","author ; illustrator","Baker, S. K., author ; illustrator [person]","A week on the broads : four Victorian gents at sail on a Norfolk gaffer in 1889","","","","England","London","Adlard Coles Nautical","2017","","1 online resource, illustrations","914.26170481","","Broads, The (England)--Pictorial works ; Broads, The (England)--Description and travel--19th century ; Baker, S. K.--Travel--England--Broads, The","Pictorial work","English","Additional physical form: Print version. 9781472945136"
"018482265","Monograph","Language material ; Text","Online resource","","","","","","","","Climate Change Adaptation Report 2016","","","","United Kingdom","","Peak District National Park","2016","","1 online resource","","ELD.DS.175785","","","English",""
"018505635","Monograph","Language material ; Text","Online resource","","9781783542062","","","","","","White-clawed Crayfish Austropotamobius pallipes Survey of the River Dove between Hollinsclough and Beresford Dale, Peak District National Park : Peak District Dales Special Area of Conservation (SAC)","","","","United Kingdom","","Natural England","2015","","1 online resource","","ELD.DS.179225","","","English","Improvement Programme for England's Natura 2000 Sites (IPENS) – Planning for the Future IPENS058 | First published 21 May 2015"
"018524035","Monograph","Language material ; Text","Online resource","","","","","","","","Adapting to Climate Change in the Lake District National Park","","","","United Kingdom","","Lake District National Park Authority","2014","","1 online resource","","ELD.DS.191224","","","English","Update and forward strategy"
"018527437","Monograph","Language material ; Text","Online resource","","","","","","","","Lake District National Park Climate Change Adaptation Report","","","","United Kingdom","","Lake District National Park Authority","2015","","1 online resource","","ELD.DS.194374","","","English","2nd update"
"018548591","Monograph","Language material ; Text","Online resource","","","","","","","","Adapting to Climate Change in the Lake District National Park : Update and forward strategy","","","","United Kingdom","","Lake District National Park Authority","2014","","1 online resource","","ELD.DS.202519","","","English",""
"018548598","Monograph","Language material ; Text","Online resource","","","","","","","","Lake District National Park Climate Change Adaptation Report","","","","United Kingdom","","Lake District National Park Authority","2015","","1 online resource","","ELD.DS.202526","","","English","2nd update"
"018566686","Monograph","Language material ; Still image ; Text","Volume","GBB7J9328","9781908748423","Berry, David","1948-","person","","Berry, David, 1948- [person]","Walks in the hidden heart of North Wales : between the Vale of Clwyd and the Snowdonia National Park","Hidden heart of North Wales : between the Vale of Clwyd and the Snowdonia National Park","Kittiwake walks in the","","Wales","Glantwymyn, Machynlleth","Kittiwake","2017","New edition","40 pages, black and white illustrations, black and white maps, 21 cm","","","Wales, North--Guidebooks ; Trails--Wales, North--Guidebooks","Guidebook","English","'Twenty-two great circular self-guided walks suitable for all abilities' -- cover ; Cover title"
"018574554","Monograph","Language material ; Text","Online resource","GBB7K6145","9781448191024","Ransome, Arthur","1884-1967","person","author","Ransome, Arthur, 1884-1967, author [person]","The Big Six","","","","England","London","Vintage Children's Classics","2014","","1 online resource","823.912","ELD.DS.210116","England--Broads, The ; Broads, The (England)--Fiction","Children's fiction ; Detective and mystery fiction ; Fiction","English","Originally published: London: Cape, 1940"
"018607424","Monograph","Language material ; Still image ; Text","Volume","GBB7L4971","","","","","","Brecon Beacons National Park Authority [organisation]","Brecon Beacons National Park Local Development Plan","Brecon Beacons National Park Local Development Plan 2007-2022","","","Wales","Brecon","Brecon Beacons National Park Authority","2013","","xii, 242 pages, 41 pages, maps (black and white and colour), 30 cm","","","Brecon Beacons National Park (Wales) ; Regional planning--Wales--Breconshire","","English",""
"018608892","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB7L6248","9781852849153","Kelsall, Dennis","","person","author","Kelsall, Jan, author [person] ; Kelsall, Dennis, author [person]","Walking in Pembrokeshire : circular walks in the national park","","","","England","Kendal, Cumbria","Cicerone","2018","Second edition","207 pages, colour illustrations, colour maps, 18 cm","796.510942962","","Pembrokeshire (Wales)--Guidebooks ; Walking--Wales--Pembrokeshire--Guidebooks ; Pembrokeshire Coast National Park (Wales)--Guidebooks","Guidebook","English","First edition: 2005"
"018623114","Monograph","Language material ; Still image ; Text","Volume","GBB7M6823","9781999733001","","","","","Exmoor Society [organisation] ; Tonson-Rye, Caroline, author ; editor [person]","Exmoor chroniclers","","Exmoor study","number 1 [Exmoor study]","England","Dulverton","Exmoor Society","2017","","viii, 49 pages, illustrations (chiefly colour), 21 cm","914.2385","YKL.2018.a.22865","Exmoor National Park (England)--In literature ; Exmoor National Park (England)--Biography ; Exmoor National Park (England)--In art","Biography","English","Place of publication from publisher's website (viewed November 2017)"
"018633934","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB7N0591","9780008258009","","","","","","Norfolk Broads","","Collins Nicholson waterways guide","","England","London","Nicholson","2018","New edition","95 pages, colour illustrations, colour maps, 21 cm","914.2617048612","YKL.2018.a.23965","Broads, The (England)--Guidebooks ; Inland navigation--England--Broads, The--Guidebooks","Guidebook","English","Includes index"
"018637222","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB7N3879","9781852849634","Turnbull, Ronald","1951-","person","author","Turnbull, Ronald, 1951-, author [person]","Walking Loch Lomand and the Trossachs : 70 walks, including 21 Munro summits","","","","England","Milnthorpe","Cicerone","2018","","1 volume, illustrations, maps","796.51094142","","Hiking--Scotland--Loch Lomond and the Trossachs National Park--Guidebooks ; Loch Lomond and the Trossachs National Park (Scotland)--Guidebooks","Guidebook","English",""
"018667922","Monograph","Language material ; Still image ; Text","Volume","GBB803153","9781911342502","Douglas, Ed","1966-","person","author","Douglas, Ed, 1966-, author [person] ; Beatty, John, 1951-, photographer [person]","Kinder Scout : the people's mountain","","","","England","Sheffield","Vertebrate Graphics","2018","","1 volume, colour illustrations, 22 cm","942.511","","Kinder Scout (England)--Social conditions ; Kinder Scout (England)--Guidebooks ; Peak District National Park (England)--History ; Kinder Scout (England)--History","Guidebook","English",""
"018686223","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBC0J0149","9780319090909","Hancock, David","1960-","person","author ; photographer","Great Britain, Ordnance Survey [organisation] ; Hancock, David, 1960-, author ; photographer [person] ; Channer, Nick, photographer [person]","South Downs National Park and East Sussex : outstanding circular walks","","Pathfinder guides","","England","Bath","Crimson Publishing","2017","","95 pages, colour illustrations, colour maps, 23 cm","796.51094225","YK.2019.a.4272","Trails--England--South Downs National Park--Guidebooks ; East Sussex (England)--Guidebooks ; Trails--England--East Sussex--Guidebooks ; Walking--England--South Downs National Park--Guidebooks ; South Downs National Park (England)--Guidebooks ; Walking--England--East Sussex--Guidebooks","Guidebook","English","At head of title: Ordnance Survey ; Originally published: 2010"
"018691682","Monograph","Language material ; Still image ; Text","Volume","GBB816845","","","","","","","Canllawiau Gwasanaethau Cynllunio : Parc Cenedlaethol Bannau Brycheiniog = Brecon Beacons National Park","Brecon Beacons National Park : Canllawiau Gwasanaethau Cynllunio ; Parc Cenedlaethol Bannau Brycheiniog : Canllawiau Gwasanaethau Cynllunio","","","Wales","Brecon","Brecon Beacons National Park Authority","2017","","20 unnumbered pages, colour illustrations, 21 cm","","","Brecon Beacons National Park (Wales) ; Brecon Beacons National Park Authority--Planning","","Welsh","'This document is also available in English' -- nodyn tu fewn y clawr blaen = note on inside front cover ; Teitl clawr = Cover title"
"018711971","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBC153312","9781910758335","Patefield, Mike","","person","author","Patefield, Mike, author [person]","Easy walks to Lake District views","","","","Wales","Ammanford, Carmarthenshire","Sigma Leisure","2017","","143 pages, illustrations (black and white and colour), black and white maps, 21 cm","796.51094278","YKL.2019.a.19262","Walking--England--Lake District National Park--Guidebooks ; Trails--England--Lake District National Park--Guidebooks ; Lake District National Park (England)--Guidebooks","Guidebook","English",""
"018728533","Monograph","Cartographic image ; Language material ; Text","Volume","GBB826744","","Phillips, Rebecca","","person","author","Great Britain, Department of the Environment, Planning Inspectorate [organisation] ; Phillips, Rebecca, author [person]","Report on the examination into the Brecon Beacons National Park Local Development Plan 2007 - 2022","","","","Wales","Brecon","Brecon Beacons National Park","2013","","1 volume (unnumbered pages), colour maps, 30 cm","","","Brecon Beacons National Park (Wales) ; National parks and reserves--Planning","","English",""
"018755416","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB836183","9780319090947","Hutton, Tom","","person","compiler","Hutton, Tom, compiler [person]","Brecon Beacons : short walks","","Pathfinder® guides","31 [Pathfinder® guides]","England","Bath","Crimson Publishing","2017","Revised edition","110 pages, colour illustrations, colour maps, 18 cm","","YK.2018.a.7579","Walking--Wales--Brecon Beacons National Park--Guidebooks ; Brecon Beacons National Park (Wales)--Guidebooks ; Trails--Wales--Brecon Beacons National Park--Guidebooks","Guidebook","English",""
"018759148","Monograph","Language material ; Text","Online resource","","","","","","","","Notice by the Secretary of State under section 52 of the : National Parks and Access to the Countryside Act 1949: Somerset Brean Down to Minehead","","","","United Kingdom","Bristol","Department for Environment, Food & Rural Affairs","2014","","1 online resource","","ELD.DS.265657","","","English","July 2014 PB 14177"
"018763001","Monograph","Language material ; Text","Volume","GBB864358","9781908581853","Jarrett, David, Fieldwork, training, engagement officer","","person","author","Jarrett, David, Fieldwork, training, engagement officer, author [person] ; Bto Scotland [organisation] ; Yorkshire Dales National Park Authority (North Yorkshire, England) [organisation] ; British Trust for Ornithology [organisation]","Monitoring breeding waders in Wensleydale : trialling surveys carried out by farmers and gamekeepers","","BTO research report","number 703 [BTO research report]","Scotland","Stirling","BTO Scotland","2017","","45 pages, colour illustrations, map (colour), 30 cm","","YKL.2018.b.6504","Bird populations--England--Wensleydale ; Charadriiformes--Monitoring--England--Wensleydale ; Bird surveys--England--Wensleydale","","English","'A report to the Yorkshire Dales National Park Authority.' ; 'November 2017'--Back cover ; Title from cover"
"018765071","Monograph","Language material ; Text","Online resource","","","","","","","","South Downs National Park: Climate Change Adaption Plan","","","","United Kingdom","Midhurst","South Downs Government","2016","","1 online resource","","ELD.DS.266274","","","English",""
"018786447","Monograph","Language material ; Still image ; Text","Volume","GBB848123","9781845242756","Llywelyn, Malcolm","","person","author","Llywelyn, Malcolm, author [person]","Place names in the Brecon Beacons National Park","Place names in the Brecon Beacons","Compact Cymru","","Wales","Llanrwst","Gwasg Carreg Gwalch","2018","","119 pages, colour illustrations, 1 map (colour), 15 x 16 cm","914.29560014","YKL.2019.a.2561","Names, Geographical--Wales--Brecon Beacons National Park ; Brecon Beacons National Park (Wales)--Description and travel","","English ; Welsh","Title from cover"
"018810189","Monograph","Cartographic image ; Cartographic material ; Text","Sheet","","","Great Britain, Agricultural Development and Advisory Service","","organisation","cartographer","Great Britain, Agricultural Development and Advisory Service, cartographer [organisation]","Hills and uplands classification [Great Britain]","","","","England","","Ministry of Agriculture, Fisheries & Food","1989","","maps, colour, 61 x 112 cm","912.42","Maps X.10721","England ; Hill farming ; Agriculture ; Wales","Map","English","Relief shown by contours and spot heights ; Sheets at various scales"
"018810228","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ministry of Agriculture, Fisheries and Food","","organisation","cartographer","Great Britain, Ministry of Agriculture, Fisheries and Food, cartographer [organisation]","Pennine Dales Environmentally Sensitive Area base-line survey 1987. Dentdale - habitat [England]","","","","England","Leeds","M.A.F.F","1987","","1 map, colour, 56 x 78 cm on sheet 60 x 84 cm","912.4278","Maps X.10786","England--Yorkshire Dales National Park ; Land use ; Habitat (Ecology) ; England--Cumbria","Map","English",""
"018810311","Monograph","Cartographic image ; Cartographic material","Sheet","","","","","","","","North York Moors National Park boundary at Broughton and Sinnington","","","","England ; United Kingdom","","","1965","","2 maps on 1 sheet, colour, 10 x 27 cm and smaller on sheet 38 x 46 cm","912.42846","Maps X.11074","National parks and reserves ; England--North York Moors National Park ; Boundaries","Map","English","2 maps (Broughton and Sinnington) on one sheet ; Maps are Ordnance Survey 1:25,000 Second series ; Pathfinder outline editions in black and white with the North York Moors National Park boundary added in red ; Relief shown by spot heights"
"018826971","Monograph","Language material ; Still image ; Text","Volume","GBB864223","","","","","","Brecon Beacons National Park Authority [organisation]","Brecon Beacons National Park Visitor Guide 2012","","","","Wales","Brecon","Brecon Beacons National Park Authority","2012","","84 pages, colour illustrations, 1 map (colour), 21 x 10 cm","","","Brecon Beacons National Park (Wales)--Guidebooks ; Brecon Beacons National Park (Wales)--Description and travel","Guidebook","English","Cover title"
"018827013","Monograph","Cartographic image ; Language material ; Still image ; Text","Volume","GBB864265","","Harmer, C. (Clare)","","person","author","Gardner, R. (Rob), author [person] ; Harmer, C. (Clare), author [person] ; Brecon Beacons National Park Authority [organisation]","Brecon Beacons National Park Local Development Plan : final sustainability appraisal report (incorporating strategic environmental assessment) : November 2013","","","","Wales","Brecon","Brecon Beacons National Park","2013","","xi, 113 pages, black and white illustrations, black and white maps, 30 cm","","","Brecon Beacons National Park (Wales) ; National parks and reserves--Planning","","English","'C4S' -- cover ; 'Final project report: CPR1716.'"
"018846192","Monograph","Language material ; Still image ; Text","Volume","GBB876803","9781908632753","","","","","Rogers, Carl, 1960-, editor [person]","The Lake District : the finest walks in the Lake District National Park","","Top 10 walks. National Parks","","England","Tattenhall","Northern Eye","2018","","64 pages, colour illustrations, maps, 15 cm","796.51094278","YKL.2019.a.8471","Walking--England--Lake District National Park--Guidebooks ; Lake District National Park (England)--Guidebooks","Guidebook","English",""
"018849331","Monograph","Language material ; Text","Online resource","GBB8A7446","9781783625918","Turnbull, Ronald","1951-","person","","Turnbull, Ronald, 1951- [person]","Walking Loch Lomond and the Trossachs","","","","United Kingdom","Milnthorpe","Cicerone","2018","Second edition","1 online resource (288 pages)","914.142","ELD.DS.280081","Scotland--Loch Lomond and the Trossachs National Park ; Walking ; Loch Lomond and the Trossachs National Park (Scotland)--Guidebooks ; Walking--Scotland--Loch Lomond and the Trossachs National Park--Guidebooks","Guidebook","English",""
"018851658","Monograph","Cartographic image ; Cartographic material ; Text","Sheet ; Volume","","9781999845308 ; 9781999845315","","","","","Harrod, T. R. [person] ; Dartmoor Preservation Association [organisation] ; Soil Survey & Land Research Centre (Great Britain) [organisation] ; Dartmoor National Park Authority [organisation] ; Landscape Research Group (Great Britain) [organisation]","Soils in Devon IX : sheet SX68/78 (Moretonhampstead and Chagford)","Soil survey of North-East Dartmoor ; Soil: sheet SX68 & 78","Soil survey record","number 117 [Soil survey record]","England","Crediton","Soil Survey of England & Wales","2017","","xvi, 384 pages, colour and black and white illustrations, colour maps, 21 cm + 2 maps on 1 sheet (colour, on sheet 126 x 89 cm, folded to 22 x 13 cm in slip case 24 x 16 cm)","912.4235","Maps.2018.a.41","Devon--Soils ; Soils--England--Devon","Map","English","Includes description of map units and classification of soil series tables ; Includes location map and cross-section map ; Map production by Latitude Cartography Ltd ; Ordnance Survey © Crown Copyright 2015 ; Relief shown by contours, shading and spot heights ; Text and colour photographs on inside covers ; book and map in slip case"
"018855144","Monograph","Language material ; Text","Online resource","","","Gosal, Arjan","","person","author","Gosal, Arjan, author [person] ; Bournemouth University [organisation]","A multifaceted approach to spatial analysis of ecosystem services : a case study in the New Forest National Park","","","","United Kingdom","","Bournemouth University","2018","","1 online resource","333.72","738145","","","English",""
